Ticker,Timestamp,Price,Pivot,Ext%,Intraday_RVOL,Verdict
ARSSBL,11:22:08,Master Terminal,589.95,584.1,1.0,4.4,⚠️ BREAKOUT EXTENDED,589.95,566.58,610.38,636.67,ATR Estimate,3.5,7.9,0.87,10,5899.5,233.7,11.8,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.0/10,2.9/10,
ARSSBL,11:27:13,Master Terminal,585.9,584.1,0.31,2.67,⚠️ FAKEOUT TRAP (Selling Wick),585.9,566.58,610.38,636.67,ATR Estimate,4.2,8.7,1.27,12,7030.8,231.84,14.06,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.0/10,2.9/10,
VTL,11:27:17,Master Terminal,657.95,655.2,0.42,5.45,🔥 VALID BREAKOUT,657.95,635.22,685.18,715.15,ATR Estimate,4.1,8.7,1.2,10,6579.5,227.3,13.16,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.4/10,6.3/10,
VTL,11:33:50,Master Terminal,657.95,655.2,0.42,2.9,⚠️ FAKEOUT TRAP (Selling Wick),657.95,635.22,685.18,715.15,ATR Estimate,4.1,8.7,1.2,10,6579.5,227.3,13.16,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.4/10,6.3/10,
RAYMOND,11:51:56,Master Terminal,644.5,640.0,0.7,3.96,🔥 VALID BREAKOUT,644.5,617.92,673.12,706.24,ATR Estimate,4.4,9.6,1.08,9,5800.5,239.22,11.6,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,5.0/10,2.4/10,
GOODLUCK,12:12:39,Emerging Leaders (Weekly),1605.6,1593.3,0.77,3.3,⚠️ FAKEOUT TRAP (Selling Wick),1605.6,1538.97,1674.8,1756.29,ATR Estimate,4.3,9.4,1.04,3,4816.8,199.89,9.63,,10–20 Trading Days,"Up to 60 trading days — high quality, let it run.",Emerging Leader — Pre-Breakout Phase,6.4/10,10.0/10,
DIVISLAB,12:24:05,Master Terminal,7123.5,7109.0,0.2,3.0,⚠️ BREAKOUT EXTENDED,7123.5,6705.67,7355.0,7822.5,Trade Plan,3.2,9.8,0.55,0,0,0,0,Position too small for capital/risk combination.,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.7/10,8.4/10,
WANBURY,13:25:00,Hybrid Alpha (SOVEREIGN_ALPHA_V24),347.2,347.05,0.04,3.36,🔥 VALID BREAKOUT,347.2,338.37,360.06,373.08,ATR Estimate,3.7,7.5,1.46,28,9721.6,247.24,19.44,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,87.1
FLUOROCHEM,13:45:07,Master Terminal,3955.9,3949.0,0.17,3.18,🔥 VALID BREAKOUT,3955.9,3847.91,4100.64,4252.28,ATR Estimate,3.7,7.5,1.34,2,7911.8,215.98,15.82,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.0/10,6.3/10,
TBZ,14:02:15,Hybrid Alpha (SOVEREIGN_ALPHA_V24),257.83,256.63,0.47,4.46,🔥 VALID BREAKOUT,257.83,250.21,266.25,275.88,ATR Estimate,3.3,7.0,1.1,32,8250.56,243.84,16.5,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,91.6
TBZ,14:07:38,Hybrid Alpha (SOVEREIGN_ALPHA_V24),261.59,256.63,1.93,8.01,⚠️ BREAKOUT EXTENDED,261.59,250.21,266.25,275.88,ATR Estimate,1.8,5.5,0.41,21,5493.39,238.98,10.99,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,91.6
HSCL,14:16:05,Master Terminal,673.75,671.0,0.41,5.27,🔥 VALID BREAKOUT,673.75,646.37,707.94,744.88,ATR Estimate,5.1,10.6,1.25,9,6063.75,246.42,12.13,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.5/10,4.9/10,
VOLTAS,14:18:00,Master Terminal,1361.0,1359.5,0.11,4.72,🔥 VALID BREAKOUT,1361.0,1329.05,1405.18,1450.86,ATR Estimate,3.2,6.6,1.38,7,9527.0,223.65,19.05,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.7/10,4.6/10,
HSCL,14:19:39,Master Terminal,671.2,671.0,0.03,34.56,⚠️ FAKEOUT TRAP (Selling Wick),671.2,646.37,707.94,744.88,ATR Estimate,5.5,11.0,1.48,10,6712.0,248.3,13.42,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.5/10,4.9/10,
AARTIIND,09:32:11,Master Terminal,498.5,495.85,0.53,6.1,⚠️ FAKEOUT TRAP (Selling Wick),498.5,482.07,516.53,537.2,ATR Estimate,3.6,7.8,1.1,15,7477.5,246.45,14.95,,2 Trading Days,Reassess at 8 trading days.,Tier 2 — Institutional Accumulation,6.0/10,6.7/10,
FLUOROCHEM,09:32:11,Master Terminal,3973.2,3964.3,0.22,2.2,⚠️ FAKEOUT TRAP (Selling Wick),3973.2,3861.23,4118.91,4273.52,ATR Estimate,3.7,7.6,1.3,2,7946.4,223.94,15.89,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.9/10,4.4/10,
COROMANDEL,09:32:15,Master Terminal,2098.0,2079.7,0.88,2.38,⚠️ BREAKOUT EXTENDED,2098.0,2020.22,2168.92,2258.14,ATR Estimate,3.4,7.6,0.91,3,6294.0,233.34,12.59,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 3 — Weak RS,4.8/10,4.7/10,
UNIVASTU,09:32:23,Hybrid Alpha (SOVEREIGN_ALPHA_V24),112.19,109.0,2.93,7.06,⚠️ BREAKOUT EXTENDED,112.19,106.28,113.09,117.17,ATR Estimate,0.8,4.4,0.15,42,4711.98,248.22,9.42,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,90.5
NEOGEN,09:32:31,Earnings Gap Scanner,2224.0,2164.9,2.73,1.92,⚠️ BREAKOUT EXTENDED,2224.0,2110.78,2246.08,2327.27,ATR Estimate,1.0,4.6,0.2,2,4448.0,226.44,8.9,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.1/10,95
HYUNDAI,09:33:48,Master Terminal,2031.7,2000.1,1.58,2.06,⚠️ BREAKOUT EXTENDED,2031.7,1950.5,2074.5,2148.91,ATR Estimate,2.1,5.8,0.53,3,6095.1,243.6,12.19,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.3/10,5.0/10,
VIMTALABS,09:33:48,Master Terminal,575.35,574.75,0.1,2.3,🔥 VALID BREAKOUT,575.35,554.35,605.36,635.96,ATR Estimate,5.2,10.5,1.43,11,6328.85,231.0,12.66,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.3/10,3.4/10,
AVALON,09:33:51,Master Terminal,1788.5,1783.5,0.28,2.51,🔥 VALID BREAKOUT,1788.5,1700.39,1908.17,2032.83,ATR Estimate,6.7,13.7,1.36,2,3577.0,176.22,7.15,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.9/10,3.0/10,
SOLARINDS,09:33:55,Master Terminal,18524.0,18346.0,0.97,2.15,⚠️ BREAKOUT EXTENDED,18524.0,17713.06,19295.41,20244.81,ATR Estimate,4.2,9.3,0.95,0,0,0,0,Position too small for capital/risk combination.,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.3/10,5.4/10,
AARTIIND,09:33:56,Master Terminal,502.7,495.85,1.38,7.39,⚠️ BREAKOUT EXTENDED,502.7,482.07,516.53,537.2,ATR Estimate,2.8,6.9,0.67,12,6032.4,247.56,12.06,,2 Trading Days,Reassess at 8 trading days.,Tier 2 — Institutional Accumulation,6.0/10,6.7/10,
FLUOROCHEM,09:33:57,Master Terminal,4019.6,3964.3,1.39,3.15,⚠️ BREAKOUT EXTENDED,4019.6,3861.23,4118.91,4273.52,ATR Estimate,2.5,6.3,0.63,1,4019.6,158.37,8.04,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.9/10,4.4/10,
BANDHANBNK,09:34:01,Master Terminal,214.9,214.2,0.33,3.22,🔥 VALID BREAKOUT,214.9,206.72,225.41,236.63,ATR Estimate,4.9,10.1,1.28,30,6447.0,245.4,12.89,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.2/10,2.4/10,
INDOBORAX,09:34:09,Earnings Gap Scanner,496.8,493.9,0.59,1.84,⚠️ FAKEOUT TRAP (Selling Wick),496.8,481.55,512.42,530.94,ATR Estimate,3.1,6.9,1.02,16,7948.8,244.0,15.9,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.1/10,98
FILATEX,09:34:13,Earnings Gap Scanner,67.04,66.97,0.1,2.95,🔥 VALID BREAKOUT,67.04,65.3,69.48,71.99,ATR Estimate,3.6,7.4,1.4,143,9586.72,248.82,19.17,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.4/10,90
RATEGAIN,09:34:22,Earnings Gap Scanner,983.0,962.25,2.16,2.78,⚠️ BREAKOUT EXTENDED,983.0,938.19,998.33,1034.42,ATR Estimate,1.6,5.2,0.34,5,4915.0,224.05,9.83,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.2/10,96
FORTIS,09:37:10,Master Terminal,983.3,972.5,1.11,2.0,⚠️ BREAKOUT EXTENDED,983.3,951.4,1004.15,1035.81,ATR Estimate,2.1,5.3,0.65,7,6883.1,223.3,13.77,,2 Trading Days,Reassess at 8 trading days.,Tier 1 — Ready to Monitor Daily,6.0/10,8.2/10,
VIMTALABS,09:37:15,Master Terminal,584.15,574.75,1.64,6.53,⚠️ BREAKOUT EXTENDED,584.15,554.35,605.36,635.96,ATR Estimate,3.6,8.9,0.71,8,4673.2,238.4,9.35,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.3/10,3.4/10,
NAZARA,09:39:07,Master Terminal,313.45,312.9,0.18,11.11,🔥 VALID BREAKOUT,313.45,303.73,326.65,340.4,ATR Estimate,4.2,8.6,1.36,25,7836.25,243.0,15.67,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 3 — Weak RS,4.9/10,2.9/10,
BANDHANBNK,09:39:09,Master Terminal,215.52,214.2,0.62,5.21,⚠️ FAKEOUT TRAP (Selling Wick),215.52,206.72,225.41,236.63,ATR Estimate,4.6,9.8,1.12,28,6034.56,246.4,12.07,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.2/10,2.4/10,
FILATEX,09:39:22,Earnings Gap Scanner,67.52,66.97,0.82,3.61,⚠️ BREAKOUT EXTENDED,67.52,65.3,69.48,71.99,ATR Estimate,2.9,6.6,0.88,112,7562.24,248.64,15.12,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.4/10,90
MANKIND,09:44:00,Master Terminal,2572.0,2572.0,0.0,4.11,🔥 VALID BREAKOUT,2572.0,2509.24,2666.14,2760.27,ATR Estimate,3.7,7.3,1.5,3,7716.0,188.28,15.43,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.4/10,5.6/10,
NAZARA,09:44:12,Master Terminal,314.5,312.9,0.51,2.42,⚠️ FAKEOUT TRAP (Selling Wick),314.5,303.73,326.65,340.4,ATR Estimate,3.9,8.2,1.13,23,7233.5,247.71,14.47,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 3 — Weak RS,4.9/10,2.9/10,
BANDHANBNK,09:44:14,Master Terminal,216.29,214.2,0.98,2.92,⚠️ BREAKOUT EXTENDED,216.29,206.72,225.41,236.63,ATR Estimate,4.2,9.4,0.95,26,5623.54,248.82,11.25,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.2/10,2.4/10,
FORTIS,09:47:21,Master Terminal,983.6,979.25,0.44,2.2,⚠️ FAKEOUT TRAP (Selling Wick),983.6,958.0,1011.12,1043.0,ATR Estimate,2.8,6.0,1.08,9,8852.4,230.4,17.7,,2 Trading Days,Reassess at 8 trading days.,Tier 1 — Ready to Monitor Daily,6.0/10,8.2/10,
MANKIND,09:49:08,Master Terminal,2581.9,2572.0,0.38,2.84,⚠️ FAKEOUT TRAP (Selling Wick),2581.9,2509.24,2666.14,2760.27,ATR Estimate,3.3,6.9,1.16,3,7745.7,217.98,15.49,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.4/10,5.6/10,
LICI,09:54:32,Master Terminal,446.65,446.0,0.15,2.57,🔥 VALID BREAKOUT,446.65,437.62,458.58,471.15,ATR Estimate,2.7,5.5,1.32,22,9826.3,198.66,19.65,⚠️ Units capped at 20% concentration limit.,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.6/10,3.7/10,
LICHSGFIN,10:13:22,Master Terminal,559.85,555.9,0.71,2.04,⚠️ BREAKOUT EXTENDED,559.85,543.73,574.16,592.42,ATR Estimate,2.6,5.8,0.89,15,8397.75,241.8,16.8,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.2/10,5.6/10,
TMB,10:18:48,Master Terminal,815.15,812.45,0.33,2.66,🔥 VALID BREAKOUT,815.15,785.48,852.91,893.37,ATR Estimate,4.6,9.6,1.27,8,6521.2,237.36,13.04,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.8/10,1.1/10,
DALBHARAT,10:24:07,Master Terminal,1803.8,1794.4,0.52,3.81,🔥 VALID BREAKOUT,1803.8,1750.62,1860.08,1925.75,ATR Estimate,3.1,6.8,1.06,4,7215.2,212.72,14.43,,1 Trading Day,"Up to 6 trading days — high quality, let it run.",❌ BROKEN / EXTENDED STRUCTURE,4.3/10,8.6/10,
METROPOLIS,10:27:30,Master Terminal,571.6,570.95,0.11,1.98,🔥 VALID BREAKOUT,571.6,552.45,598.7,626.45,ATR Estimate,4.7,9.6,1.42,13,7430.8,248.95,14.86,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.1/10,4.8/10,
SOLARINDS,10:29:13,Master Terminal,18645.0,18568.0,0.41,2.08,🔥 VALID BREAKOUT,18645.0,17927.4,19528.89,20489.79,ATR Estimate,4.7,9.9,1.23,0,0,0,0,Position too small for capital/risk combination.,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.3/10,5.4/10,
ULTRACEMCO,10:32:34,Master Terminal,11794.0,11722.0,0.61,4.79,⚠️ BREAKOUT EXTENDED,11794.0,11529.76,12010.36,12298.72,ATR Estimate,1.8,4.3,0.82,0,0,0,0,Position too small for capital/risk combination.,1 Trading Day,"Up to 6 trading days — high quality, let it run.",Tier 1 — Ready to Monitor Daily,5.2/10,9.6/10,
METROPOLIS,10:34:33,Master Terminal,571.5,570.95,0.1,2.55,⚠️ FAKEOUT TRAP (Selling Wick),571.5,552.45,598.7,626.45,ATR Estimate,4.8,9.6,1.43,13,7429.5,247.65,14.86,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.1/10,4.8/10,
RAMCOCEM,10:34:42,Master Terminal,950.0,946.6,0.36,18.81,🔥 VALID BREAKOUT,950.0,924.07,980.39,1014.19,ATR Estimate,3.2,6.8,1.17,9,8550.0,233.37,17.1,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.5/10,6.2/10,
DALBHARAT,10:34:43,Master Terminal,1819.4,1794.4,1.39,6.32,⚠️ BREAKOUT EXTENDED,1819.4,1750.62,1860.08,1925.75,ATR Estimate,2.2,5.8,0.59,3,5458.2,206.34,10.92,,1 Trading Day,"Up to 6 trading days — high quality, let it run.",❌ BROKEN / EXTENDED STRUCTURE,4.3/10,8.6/10,
PAISALO,10:36:38,Earnings Gap Scanner,74.06,73.93,0.18,3.14,🔥 VALID BREAKOUT,74.06,72.08,76.7,79.47,ATR Estimate,3.6,7.3,1.33,126,9331.56,249.48,18.66,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.3/10,98
JSWCEMENT,10:39:57,Master Terminal,140.26,139.53,0.52,2.18,🔥 VALID BREAKOUT,140.26,136.47,144.11,148.7,ATR Estimate,2.7,6.0,1.02,65,9116.9,246.35,18.23,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,5.0/10,2.2/10,
RAMCOCEM,10:39:58,Master Terminal,949.05,946.6,0.26,1.94,⚠️ FAKEOUT TRAP (Selling Wick),949.05,924.07,980.39,1014.19,ATR Estimate,3.3,6.9,1.25,10,9490.5,249.8,18.98,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.5/10,6.2/10,
MANKIND,10:43:08,Master Terminal,2624.5,2604.0,0.79,1.87,⚠️ BREAKOUT EXTENDED,2624.5,2540.46,2699.31,2794.61,ATR Estimate,2.9,6.5,0.89,2,5249.0,168.08,10.5,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.4/10,5.6/10,
METROPOLIS,10:43:17,Master Terminal,580.5,570.95,1.67,4.55,⚠️ BREAKOUT EXTENDED,580.5,552.45,598.7,626.45,ATR Estimate,3.1,7.9,0.65,8,4644.0,224.4,9.29,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.1/10,4.8/10,
AARTIIND,10:43:18,Master Terminal,509.0,507.0,0.39,2.97,🔥 VALID BREAKOUT,509.0,492.91,528.14,549.28,ATR Estimate,3.8,7.9,1.19,15,7635.0,241.35,15.27,,2 Trading Days,Reassess at 8 trading days.,Tier 2 — Institutional Accumulation,6.0/10,6.7/10,
JSWCEMENT,10:43:23,Master Terminal,140.18,139.53,0.47,3.99,⚠️ FAKEOUT TRAP (Selling Wick),140.18,136.47,144.11,148.7,ATR Estimate,2.8,6.1,1.06,67,9392.06,248.57,18.78,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,5.0/10,2.2/10,
FLUOROCHEM,11:28:51,Master Terminal,4033.8,4029.9,0.1,1.84,🔥 VALID BREAKOUT,4033.8,3925.12,4187.07,4344.23,ATR Estimate,3.8,7.7,1.41,2,8067.6,217.36,16.14,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.9/10,4.4/10,
SUNPHARMA,11:41:02,Master Terminal,1961.3,1959.8,0.08,1.93,🔥 VALID BREAKOUT,1961.3,1928.44,2006.84,2053.87,ATR Estimate,2.3,4.7,1.39,5,9806.5,164.3,19.61,⚠️ Units capped at 20% concentration limit.,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.0/10,4.8/10,
HAPPYFORGE,11:54:12,Earnings Gap Scanner,1633.4,1623.5,0.61,11.5,🔥 VALID BREAKOUT,1633.4,1582.91,1684.38,1745.26,ATR Estimate,3.1,6.8,1.01,4,6533.6,201.96,13.07,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.0/10,91
UNIVASTU,11:57:57,Hybrid Alpha (SOVEREIGN_ALPHA_V24),112.3,112.19,0.1,8.07,🔥 VALID BREAKOUT,112.3,109.39,116.4,120.6,ATR Estimate,3.7,7.4,1.41,85,9545.5,247.35,19.09,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,90.5
ROLEXRINGS,12:05:29,Master Terminal,147.7,147.64,0.04,4.03,⚠️ FAKEOUT TRAP (Selling Wick),147.7,143.88,153.29,158.93,ATR Estimate,3.8,7.6,1.46,65,9600.5,248.3,19.2,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.4/10,6.3/10,
UNIONBANK,12:14:31,Master Terminal,176.29,173.61,1.54,11.44,⚠️ BREAKOUT EXTENDED,176.29,169.11,180.35,187.1,ATR Estimate,2.3,6.1,0.57,34,5993.86,244.12,11.99,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.4/10,3.9/10,
ATHERENERG,12:14:45,Earnings Gap Scanner,1315.4,1313.6,0.14,2.04,🔥 VALID BREAKOUT,1315.4,1280.76,1362.86,1412.12,ATR Estimate,3.6,7.4,1.37,7,9207.8,242.48,18.42,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.1/10,99
KPIGREEN,12:18:14,Master Terminal,410.55,409.85,0.17,24.16,🔥 VALID BREAKOUT,410.55,401.28,422.7,435.55,ATR Estimate,3.0,6.1,1.31,24,9853.2,222.48,19.71,⚠️ Units capped at 20% concentration limit.,2 Trading Days,Reassess at 8 trading days.,❌ BROKEN / EXTENDED STRUCTURE,4.3/10,6.9/10,
UNIONBANK,12:19:55,Master Terminal,173.96,173.61,0.2,15.91,⚠️ FAKEOUT TRAP (Selling Wick),173.96,169.11,180.35,187.1,ATR Estimate,3.7,7.6,1.32,51,8871.96,247.35,17.74,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.4/10,3.9/10,
UNIONBANK,12:27:13,Master Terminal,174.64,173.61,0.59,2.23,🔥 VALID BREAKOUT,174.64,169.11,180.35,187.1,ATR Estimate,3.3,7.1,1.03,45,7858.8,248.85,15.72,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.4/10,3.9/10,
ASTERDM,13:08:41,Master Terminal,825.95,824.0,0.24,6.03,🔥 VALID BREAKOUT,825.95,803.56,854.65,885.31,ATR Estimate,3.5,7.2,1.28,11,9085.45,246.29,18.17,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.6/10,5.4/10,
ICICIPRULI,13:47:53,Master Terminal,528.3,527.4,0.17,17.25,🔥 VALID BREAKOUT,528.3,514.43,546.86,566.32,ATR Estimate,3.5,7.2,1.34,18,9509.4,249.66,19.02,,2 Trading Days,Reassess at 8 trading days.,Tier 3 — Weak RS,4.6/10,7.4/10,
LLOYDSME,14:07:49,Master Terminal,1849.3,1848.0,0.07,4.23,🔥 VALID BREAKOUT,1849.3,1794.04,1928.94,2009.88,ATR Estimate,4.3,8.7,1.44,4,7397.2,221.04,14.79,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,6.2/10,6.7/10,
FILATEX,14:16:50,Earnings Gap Scanner,69.53,69.01,0.75,2.39,⚠️ BREAKOUT EXTENDED,69.53,67.28,71.6,74.19,ATR Estimate,3.0,6.7,0.92,111,7717.83,249.75,15.44,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.1/10,94
ROLEXRINGS,14:36:43,Master Terminal,153.5,150.9,1.72,14.95,⚠️ BREAKOUT EXTENDED,153.5,147.11,156.58,162.26,ATR Estimate,2.0,5.7,0.48,39,5986.5,249.21,11.97,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.6/10,6.9/10,
LLOYDSME,14:43:22,Master Terminal,1870.0,1848.0,1.19,3.0,⚠️ BREAKOUT EXTENDED,1870.0,1794.04,1928.94,2009.88,ATR Estimate,3.2,7.5,0.78,3,5610.0,227.88,11.22,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,6.2/10,6.7/10,
HFCL,15:23:03,Earnings Gap Scanner,223.41,223.41,0.0,1.9,🔥 VALID BREAKOUT,223.41,217.82,231.79,240.17,ATR Estimate,3.8,7.5,1.5,44,9830.04,245.96,19.66,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Event Setup,0.3/10,99
ASTERDM,15:24:14,Master Terminal,825.0,824.0,0.12,2.97,⚠️ FAKEOUT TRAP (Selling Wick),825.0,803.56,854.65,885.31,ATR Estimate,3.6,7.3,1.38,11,9075.0,235.84,18.15,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.6/10,5.4/10,
DALBHARAT,15:24:35,Master Terminal,1829.0,1828.4,0.03,2.25,🔥 VALID BREAKOUT,1829.0,1784.88,1893.67,1958.95,ATR Estimate,3.5,7.1,1.47,5,9145.0,220.6,18.29,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.5/10,5.3/10,
PIXTRANS,15:24:49,Earnings Gap Scanner,1922.5,1918.5,0.21,3.08,🔥 VALID BREAKOUT,1922.5,1870.54,1990.44,2062.39,ATR Estimate,3.5,7.3,1.31,4,7690.0,207.84,15.38,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.1/10,89
TORNTPHARM,15:24:50,Earnings Gap Scanner,5024.7,5024.0,0.01,1.85,🔥 VALID BREAKOUT,5024.7,4898.4,5212.4,5400.8,ATR Estimate,3.7,7.5,1.49,1,5024.7,126.3,10.05,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.1/10,86
AMBER,11:31:32,Master Terminal,7958.0,7954.5,0.04,3.49,0.55,🔥 VALID BREAKOUT,7958.0,7753.25,8256.37,8558.25,ATR Estimate,3.7,7.5,1.46,1,7958.0,204.75,15.92,,2 Trading Days,Reassess at 8 trading days.,Tier 2 — Institutional Accumulation,5.5/10,6.7/10,
JSL,11:34:07,Master Terminal,732.2,731.35,0.12,3.21,0.38,🔥 VALID BREAKOUT,732.2,714.46,756.69,782.03,ATR Estimate,3.3,6.8,1.38,13,9518.6,230.62,19.04,⚠️ Units capped at 20% concentration limit.,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.8/10,6.9/10,
JSL,11:43:23,Master Terminal,732.2,731.35,0.12,2.39,0.39,⚠️ FAKEOUT TRAP (Selling Wick),732.2,714.46,756.69,782.03,ATR Estimate,3.3,6.8,1.38,13,9518.6,230.62,19.04,⚠️ Units capped at 20% concentration limit.,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.8/10,6.9/10,
JSL,12:27:50,Master Terminal,737.3,733.0,0.59,2.41,0.43,⚠️ BREAKOUT EXTENDED,737.3,716.07,758.4,783.8,ATR Estimate,2.9,6.3,0.99,11,8110.3,233.53,16.22,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.8/10,6.9/10,
